dataset_name,query,taxonomy_level,scientific_name,common_name,taxonomy_string,kingdom,phylum,subphylum,superclass,class,subclass,infraclass,superorder,order,suborder,infraorder,superfamily,family,subfamily,tribe,genus,subgenus,species,subspecies,variety
WCS Camera Traps,potamochoerus larvatus,species,potamochoerus larvatus,bushpig,"[(42138, 'species', 'potamochoerus larvatus', ['bushpig']), (42137, 'genus', 'potamochoerus', ['bushpigs']), (1365633, 'tribe', 'potamochoerini', []), (1365630, 'subfamily', 'suinae', []), (42118, 'family', 'suidae', ['suids']), (848343, 'suborder', 'suina', ['swines and peccaries']), (152870, 'order', 'artiodactyla', ['even-toed ungulates and cetaceans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,suina,,,suidae,suinae,potamochoerini,potamochoerus,,potamochoerus larvatus,,
WCS Camera Traps,procyon lotor,species,procyon lotor,common raccoon,"[(41663, 'species', 'procyon lotor', ['common raccoon']), (41661, 'genus', 'procyon', ['raccoons']), (41660, 'family', 'procyonidae', ['raccoons, coatis, and allies']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,procyonidae,,,procyon,,procyon lotor,,
WCS Camera Traps,puma concolor,species,puma concolor,mountain lion,"[(42007, 'species', 'puma concolor', ['mountain lion']), (42006, 'genus', 'puma', []), (846179, 'subfamily', 'felinae', ['small cats']), (41944, 'family', 'felidae', ['felids']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,puma,,puma concolor,,
WCS Camera Traps,puma yagoroundi,species,herpailurus yagouaroundi,jaguarundi,"[(197781, 'species', 'herpailurus yagouaroundi', ['jaguarundi']), (197783, 'genus', 'herpailurus', []), (846179, 'subfamily', 'felinae', ['small cats']), (41944, 'family', 'felidae', ['felids']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,felidae,felinae,,herpailurus,,herpailurus yagouaroundi,,
WCS Camera Traps,sciurus sp,genus,sciurus,squirrel,"[(45994, 'genus', 'sciurus', ['tree squirrels']), (339575, 'tribe', 'sciurini', ['typical squirrels']), (332614, 'subfamily', 'sciurinae', ['typical and flying squirrels']), (45933, 'family', 'sciuridae', ['squirrels']), (129411, 'suborder', 'sciuromorpha', ['squirrels, dormice, and mountain beavers']), (43698, 'order', 'rodentia', ['rodents']), (848323, 'superorder', 'euarchontoglires', ['primates, rodents, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,euarchontoglires,rodentia,sciuromorpha,,,sciuridae,sciurinae,sciurini,sciurus,,,,
WCS Camera Traps,syncerus caffer,species,syncerus caffer,african buffalo,"[(42405, 'species', 'syncerus caffer', ['african buffalo']), (42404, 'genus', 'syncerus', []), (846321, 'tribe', 'bovini', ['cattle and bison']), (568826, 'subfamily', 'bovinae', ['bovines']), (42241, 'family', 'bovidae', ['bovids']), (424850, 'suborder', 'ruminantia', ['ruminants']), (152870, 'order', 'artiodactyla', ['even-toed ungulates and cetaceans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,bovini,syncerus,,syncerus caffer,,
WCS Camera Traps,tapirus bairdii,species,tapirus bairdii,baird's tapir,"[(43355, 'species', 'tapirus bairdii', [""baird's tapir""]), (43352, 'genus', 'tapirus', ['tapirs']), (43351, 'family', 'tapiridae', ['tapirs']), (43327, 'order', 'perissodactyla', ['odd-toed ungulates']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,perissodactyla,,,,tapiridae,,,tapirus,,tapirus bairdii,,
WCS Camera Traps,tayassu pecari,species,tayassu pecari,white-lipped peccary,"[(42115, 'species', 'tayassu pecari', ['white-lipped peccary']), (42114, 'genus', 'tayassu', []), (42111, 'family', 'tayassuidae', ['peccaries']), (848343, 'suborder', 'suina', ['swines and peccaries']), (152870, 'order', 'artiodactyla', ['even-toed ungulates and cetaceans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,suina,,,tayassuidae,,,tayassu,,tayassu pecari,,
WCS Camera Traps,tinamus major,species,tinamus major,great tinamou,"[(20672, 'species', 'tinamus major', ['great tinamou']), (20667, 'genus', 'tinamus', ['tinamus tinamous']), (20531, 'family', 'tinamidae', ['tinamous']), (20530, 'order', 'tinamiformes', ['tinamous']), (3, 'class', 'aves', ['birds']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,aves,,,,tinamiformes,,,,tinamidae,,,tinamus,,tinamus major,,
WCS Camera Traps,tragelaphus oryx,species,tragelaphus oryx,eland,"[(75192, 'species', 'tragelaphus oryx', ['common eland']), (42337, 'genus', 'tragelaphus', ['spiral-horned antelopes']), (846305, 'tribe', 'tragelaphini', ['spiral-horned antelopes']), (568826, 'subfamily', 'bovinae', ['bovines']), (42241, 'family', 'bovidae', ['bovids']), (424850, 'suborder', 'ruminantia', ['ruminants']), (152870, 'order', 'artiodactyla', ['even-toed ungulates and cetaceans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,artiodactyla,ruminantia,,,bovidae,bovinae,tragelaphini,tragelaphus,,tragelaphus oryx,,
WCS Camera Traps,urocyon cinereoargenteus,species,urocyon cinereoargenteus,gray fox,"[(42076, 'species', 'urocyon cinereoargenteus', ['gray fox']), (42075, 'genus', 'urocyon', ['gray foxes']), (42043, 'family', 'canidae', ['canids']), (41573, 'order', 'carnivora', ['carnivorans']), (848324, 'superorder', 'laurasiatheria', ['ungulates, carnivorans, and allies']), (848320, 'infraclass', 'placentalia', ['placental mammals']), (848317, 'subclass', 'theria', ['therians']), (40151, 'class', 'mammalia', ['mammals']), (355675, 'subphylum', 'vertebrata', ['vertebrates']), (2, 'phylum', 'chordata', ['chordates']), (1, 'kingdom', 'animalia', ['animals']), (48460, 'stateofmatter', 'life', [])]",animalia,chordata,vertebrata,,mammalia,theria,placentalia,laurasiatheria,carnivora,,,,canidae,,,urocyon,,urocyon cinereoargenteus,,
